"","Setting","rep","alpha","beta","gamma","y.mean","Truth","Unadjusted","PSReg","PSS","IPW","IPW2"
"result.39",1,39,-1,1,-1,0.278984232688872,-0.197070454091127,-0.185021033267927,-0.185582127122198,-0.185382688081743,-0.20747282245208,-0.185493359320615
"result.40",1,40,-1,1,-1,0.280339099936262,-0.197070454091127,-0.185686851309835,-0.185732772090978,-0.185821592528184,-0.207614792809597,-0.185540726200247
"result.41",1,41,-1,1,-1,0.280537628041921,-0.197070454091127,-0.188299071149109,-0.18936459853199,-0.189405435017576,-0.211330670077717,-0.18919618233943
"result.42",1,42,-1,1,-1,0.279959458471055,-0.197070454091127,-0.185360693844586,-0.186852807940033,-0.18692297807095,-0.208664173264026,-0.18664472484887
"result.43",1,43,-1,1,-1,0.278754358040214,-0.197070454091127,-0.188224001909136,-0.189805497580742,-0.189439276599374,-0.211993196403943,-0.190023346286571
"result.44",1,44,-1,1,-1,0.279618129447291,-0.197070454091127,-0.185953580176518,-0.188672319676906,-0.188924134298316,-0.210777135305435,-0.188762790022513
"result.45",1,45,-1,1,-1,0.279663407787178,-0.197070454091127,-0.188340195599186,-0.190994292298665,-0.191018294837756,-0.21334225754684,-0.191273736777465
"result.46",1,46,-1,1,-1,0.279245453880528,-0.197070454091127,-0.188142738498331,-0.19007198268581,-0.189876195063269,-0.212233021726768,-0.190220384288352
"result.47",1,47,-1,1,-1,0.279736549720842,-0.197070454091127,-0.186874031704409,-0.188621804286291,-0.188550204799618,-0.211076148981405,-0.189039521490399
"result.48",1,48,-1,1,-1,0.280304270444041,-0.197070454091127,-0.188099998846101,-0.190751461695695,-0.190710471503733,-0.213306834779595,-0.191183395312304
"result.49",1,49,-1,1,-1,0.279200175540641,-0.197070454091127,-0.18772588209942,-0.189944507920782,-0.18992928773247,-0.212044374595421,-0.190030341781537
"result.50",1,50,-1,1,-1,0.27973306677162,-0.197070454091127,-0.186936531454461,-0.187624296243102,-0.187383432396932,-0.209891205883267,-0.187864313304733
"result.51",1,51,-1,1,-1,0.279329044661858,-0.197070454091127,-0.18606997768877,-0.18691029277322,-0.187035882001163,-0.208754217894977,-0.186719505911235
"result.52",1,52,-1,1,-1,0.279949009623389,-0.197070454091127,-0.188733335345923,-0.190662016520061,-0.190625281280602,-0.212668100889668,-0.190611775490731
"result.53",1,53,-1,1,-1,0.280144054779825,-0.197070454091127,-0.187538386498505,-0.188904552741009,-0.189080346045136,-0.210895604405976,-0.188801904774296
"result.54",1,54,-1,1,-1,0.280948616050127,-0.197070454091127,-0.189487662923635,-0.19189553097276,-0.191779830954735,-0.21405314181619,-0.191846552754113
"result.55",1,55,-1,1,-1,0.278033387551243,-0.197070454091127,-0.184690911949846,-0.185058612278295,-0.18521404364686,-0.207227259421621,-0.185311944311306
"result.56",1,56,-1,1,-1,0.279632061244179,-0.197070454091127,-0.189419580469358,-0.190839392877378,-0.190974603762621,-0.212896426476365,-0.190834197144606
"result.57",1,57,-1,1,-1,0.279447464935409,-0.197070454091127,-0.185425797935379,-0.187268930126131,-0.187029293415692,-0.209418732307973,-0.18740317018278
"result.58",1,58,-1,1,-1,0.279551953412071,-0.197070454091127,-0.186805797295791,-0.188054140262686,-0.187732089782649,-0.210246302590357,-0.188219416689004
"result.59",1,59,-1,1,-1,0.279670373685622,-0.197070454091127,-0.184052159297099,-0.186574680255172,-0.186312292469333,-0.208889965862844,-0.186819716549256
"result.60",1,60,-1,1,-1,0.280036083353941,-0.197070454091127,-0.182462977828636,-0.183598637550873,-0.183499150950428,-0.205752868999202,-0.183801554910578
"result.61",1,61,-1,1,-1,0.280279889799487,-0.197070454091127,-0.190102128377743,-0.190667804194402,-0.190708712427445,-0.212528937186761,-0.190424786674477
"result.62",1,62,-1,1,-1,0.279513640970628,-0.197070454091127,-0.18620806170816,-0.188746352271663,-0.188884550482308,-0.210989311043963,-0.188935409925032
"result.63",1,63,-1,1,-1,0.279189726692975,-0.197070454091127,-0.190358117726578,-0.191335949438737,-0.191501907152824,-0.213469199710318,-0.191467474609248
"result.64",1,64,-1,1,-1,0.279778345111507,-0.197070454091127,-0.185285839374534,-0.185543928296705,-0.185269273994189,-0.207418924577746,-0.185440456333206
"result.65",1,65,-1,1,-1,0.27751094516793,-0.197070454091127,-0.188603634895223,-0.188437072709748,-0.188780372516693,-0.210245235166088,-0.188349426937996
"result.66",1,66,-1,1,-1,0.278043836398909,-0.197070454091127,-0.187073878376085,-0.189168999584342,-0.188919713017013,-0.211253210498795,-0.189351660718853
"result.67",1,67,-1,1,-1,0.279318595814192,-0.197070454091127,-0.188744123082392,-0.190553241886087,-0.190509636491697,-0.212480516482357,-0.190455821755614
"result.68",1,68,-1,1,-1,0.279673856634844,-0.197070454091127,-0.187524049852088,-0.187966860932731,-0.18817022683609,-0.209590910638367,-0.18755474493194
"result.69",1,69,-1,1,-1,0.278911090755208,-0.197070454091127,-0.18617985887531,-0.187502529035588,-0.187573574630697,-0.209844572784311,-0.187851046148403
"result.70",1,70,-1,1,-1,0.279269834525082,-0.197070454091127,-0.189088262541248,-0.190504585044803,-0.190527808207915,-0.212379342938978,-0.190351325659926
"result.71",1,71,-1,1,-1,0.277500496320264,-0.197070454091127,-0.187100773564705,-0.186373837434178,-0.186380349425812,-0.208128067313895,-0.186282673977359
"result.72",1,72,-1,1,-1,0.27908175526709,-0.197070454091127,-0.18596723524227,-0.186653286067152,-0.186806943107418,-0.208800514541036,-0.18682898689472
"result.73",1,73,-1,1,-1,0.278869295364543,-0.197070454091127,-0.187712171516568,-0.188041282803824,-0.1881824169051,-0.210223733802339,-0.188267416794009
"result.74",1,74,-1,1,-1,0.279639027142623,-0.197070454091127,-0.188176987196911,-0.188909408563998,-0.188888233622174,-0.210982190471299,-0.188947948970679
"result.75",1,75,-1,1,-1,0.279962941420277,-0.197070454091127,-0.188678915255878,-0.188531431031275,-0.188605481322021,-0.210534208374851,-0.188447329682078
"result.76",1,76,-1,1,-1,0.278771772786325,-0.197070454091127,-0.189280555530001,-0.192308813383182,-0.192314339721477,-0.214101480333627,-0.192100008756502
"result.77",1,77,-1,1,-1,0.278531449290001,-0.197070454091127,-0.189583670625261,-0.19059201643088,-0.190655614805925,-0.212810211581219,-0.190813474400318
"result.78",1,78,-1,1,-1,0.28060380407714,-0.197070454091127,-0.186217500880257,-0.187514771882906,-0.187671282114503,-0.209777907242796,-0.187652253791566
"result.79",1,79,-1,1,-1,0.280398310073037,-0.197070454091127,-0.188452114229242,-0.188515604799129,-0.188416586867017,-0.21060573028061,-0.188480992709576
"result.80",1,80,-1,1,-1,0.278820534075434,-0.197070454091127,-0.188070280897578,-0.188878144725739,-0.188984113212415,-0.211007268475269,-0.18904420750265
"result.81",1,81,-1,1,-1,0.278033387551243,-0.197070454091127,-0.186199663542512,-0.187898879507242,-0.187703891357054,-0.210013879508094,-0.188102781580227
"result.82",1,82,-1,1,-1,0.279687788431732,-0.197070454091127,-0.189607027851652,-0.191030551261169,-0.191070444293236,-0.213058356972528,-0.190996101233013
"result.83",1,83,-1,1,-1,0.277591053000038,-0.197070454091127,-0.185950757416615,-0.187497958175937,-0.187235896382809,-0.209568187067481,-0.187695430201438
"result.84",1,84,-1,1,-1,0.277702507375145,-0.197070454091127,-0.184942629887926,-0.187168009470261,-0.1871613823847,-0.209151847230562,-0.187229765311881
"result.85",1,85,-1,1,-1,0.280548076889587,-0.197070454091127,-0.190891586407663,-0.192236052778481,-0.192136085705594,-0.214534221007289,-0.192373606576408
"result.86",1,86,-1,1,-1,0.27839561427034,-0.197070454091127,-0.187411086566344,-0.188381951607324,-0.188267673828522,-0.210186222082068,-0.18826703344398
"result.87",1,87,-1,1,-1,0.278806602278545,-0.197070454091127,-0.184897648969978,-0.187158004333215,-0.18708976279231,-0.209271553302474,-0.187268548982968
"result.88",1,88,-1,1,-1,0.280321685190152,-0.197070454091127,-0.185552312551154,-0.186382243236981,-0.186046690985382,-0.208555794550061,-0.186508254785858
"result.89",1,89,-1,1,-1,0.280697843706137,-0.197070454091127,-0.188301886610533,-0.189371519103912,-0.189360615482774,-0.211351254480582,-0.189253572235789
"result.90",1,90,-1,1,-1,0.278900641907542,-0.197070454091127,-0.187443042131346,-0.188497403746573,-0.188651029158078,-0.210200509923448,-0.18823702355081
"result.91",1,91,-1,1,-1,0.277890586633137,-0.197070454091127,-0.188580544306614,-0.188869346374955,-0.188752291240337,-0.210879130630774,-0.18899555609891
"result.92",1,92,-1,1,-1,0.278266745149122,-0.197070454091127,-0.189360359342234,-0.190791156316961,-0.190802360471297,-0.213036879339849,-0.191053097265163
"result.93",1,93,-1,1,-1,0.27964947599029,-0.197070454091127,-0.193144389221697,-0.194109096482227,-0.194209716562004,-0.216341802230214,-0.194272869753869
"result.94",1,94,-1,1,-1,0.279168828997642,-0.197070454091127,-0.187282545454772,-0.188741746274612,-0.188820717525939,-0.210739650952117,-0.188724010398078
"result.95",1,95,-1,1,-1,0.279715652025509,-0.197070454091127,-0.183588910600289,-0.18523749525991,-0.185087441837616,-0.207101854226151,-0.185120388038943
"result.96",1,96,-1,1,-1,0.27866380136044,-0.197070454091127,-0.185616108997717,-0.18693192252634,-0.186843070461439,-0.208879575874977,-0.186937150724865
"result.97",1,97,-1,1,-1,0.278911090755208,-0.197070454091127,-0.184713017049107,-0.185598066115071,-0.1856094121268,-0.207664073799069,-0.185676740061649
"result.98",1,98,-1,1,-1,0.279318595814192,-0.197070454091127,-0.186718484370017,-0.189799804912095,-0.189609244798188,-0.211861853862525,-0.189852049630396
"result.99",1,99,-1,1,-1,0.278883227161431,-0.197070454091127,-0.185115225594438,-0.188142079561833,-0.187796446747588,-0.210184661080197,-0.188225963957534
"result.100",1,100,-1,1,-1,0.280039566303163,-0.197070454091127,-0.188435484449246,-0.189729380931712,-0.189984823392287,-0.211616990477457,-0.189534061345667
"result.1",2,1,-1,2,-1.5,0.283964850076451,-0.198281276235253,-0.176853548177415,-0.177993751126145,-0.177993229645937,-0.200478388990563,-0.178205328072933
"result.2",2,2,-1,2,-1.5,0.285002768944632,-0.198281276235253,-0.174461672205403,-0.178613182713661,-0.178313958381342,-0.201199324569314,-0.178846304444799
"result.3",2,3,-1,2,-1.5,0.285563523769387,-0.198281276235253,-0.178425014290053,-0.181232721762102,-0.181442656047676,-0.203759560321247,-0.181366724918881
"result.4",2,4,-1,2,-1.5,0.283442407693138,-0.198281276235253,-0.176170166734023,-0.178542430800915,-0.178468760705099,-0.201038501101583,-0.178811479574398
"result.5",2,5,-1,2,-1.5,0.285915301640817,-0.198281276235253,-0.178440914270763,-0.180777754842322,-0.18076347060147,-0.203342785056012,-0.180880041935778
"result.6",2,6,-1,2,-1.5,0.284257417811106,-0.198281276235253,-0.176660680992957,-0.180036853981216,-0.180087901550951,-0.202664745291967,-0.180357745781423
"result.7",2,7,-1,2,-1.5,0.283637452849575,-0.198281276235253,-0.176693518311586,-0.17937181304483,-0.179433786131324,-0.201402640388062,-0.179162440670514
"result.8",2,8,-1,2,-1.5,0.285441620546614,-0.198281276235253,-0.177315603913435,-0.181283649603079,-0.181243307052562,-0.203792537854697,-0.181340151506063
"result.9",2,9,-1,2,-1.5,0.285288370780842,-0.198281276235253,-0.175972405724484,-0.177930145033213,-0.178513144168658,-0.2002626846531,-0.177873442943845
"result.10",2,10,-1,2,-1.5,0.285748120078157,-0.198281276235253,-0.178353549477128,-0.18158134494566,-0.181400364306278,-0.204203418953985,-0.181842105782436
"result.11",2,11,-1,2,-1.5,0.282616948727504,-0.198281276235253,-0.178619226389643,-0.180650699244208,-0.180891757958992,-0.203091955283581,-0.180911822471348
"result.12",2,12,-1,2,-1.5,0.284208656521997,-0.198281276235253,-0.179226038074348,-0.182637855493598,-0.18262148708388,-0.205029128216077,-0.182743697820702
"result.13",2,13,-1,2,-1.5,0.284671888768534,-0.198281276235253,-0.17891833671193,-0.18194566479674,-0.18182382099687,-0.204433228097309,-0.182079259455304
"result.14",2,14,-1,2,-1.5,0.284358423338546,-0.198281276235253,-0.176803977343069,-0.17931260926634,-0.179313321316709,-0.201606785692805,-0.179279911767122
"result.15",2,15,-1,2,-1.5,0.28536847861295,-0.198281276235253,-0.178851617418984,-0.180831884211538,-0.180799831368593,-0.203413576036245,-0.181005552392864
"result.16",2,16,-1,2,-1.5,0.286709414063452,-0.198281276235253,-0.177699885982259,-0.180740132056563,-0.180618516564185,-0.203319537219907,-0.180871656048481
"result.17",2,17,-1,2,-1.5,0.284985354198521,-0.198281276235253,-0.179607764021051,-0.183999067887962,-0.183820210654668,-0.206820083220218,-0.184411668136595
"result.18",2,18,-1,2,-1.5,0.284880865721859,-0.198281276235253,-0.17810203536125,-0.180429827732546,-0.180700174216358,-0.202616293541566,-0.180266713212984
"result.19",2,19,-1,2,-1.5,0.286277528359914,-0.198281276235253,-0.178171525546238,-0.180546609728194,-0.180239336476359,-0.203241489480673,-0.180822105074179
"result.20",2,20,-1,2,-1.5,0.284821655585083,-0.198281276235253,-0.177781508818848,-0.18044689447142,-0.180469376764647,-0.202717463436573,-0.180434522614153
"result.21",2,21,-1,2,-1.5,0.285887438047041,-0.198281276235253,-0.177460100522817,-0.179329979134735,-0.179556271399772,-0.201637668938548,-0.179181027142532
"result.22",2,22,-1,2,-1.5,0.285215228847179,-0.198281276235253,-0.175301171529652,-0.17771359188328,-0.177429788454041,-0.20057255629627,-0.178184856461041
"result.23",2,23,-1,2,-1.5,0.284758962499086,-0.198281276235253,-0.181085812175845,-0.183753227423521,-0.183564207029075,-0.206295549921368,-0.18395222524478
"result.24",2,24,-1,2,-1.5,0.284612678631758,-0.198281276235253,-0.178961028145539,-0.181710675629167,-0.181821388452793,-0.203983503011365,-0.181676588449979
"result.25",2,25,-1,2,-1.5,0.286023273066702,-0.198281276235253,-0.178151872833378,-0.180718890906961,-0.180712688710521,-0.203140846268753,-0.180700779231199
"result.26",2,26,-1,2,-1.5,0.284584815037982,-0.198281276235253,-0.176289853816922,-0.178564236184948,-0.178430105672982,-0.201040617934838,-0.17871772336361
"result.27",2,27,-1,2,-1.5,0.284278315506438,-0.198281276235253,-0.180071531396466,-0.183568826219375,-0.183453607210995,-0.205804797820941,-0.183517482842783
"result.28",2,28,-1,2,-1.5,0.284556951444205,-0.198281276235253,-0.181330076517484,-0.184409677410991,-0.184176788648543,-0.206986229829576,-0.184638860468332
"result.29",2,29,-1,2,-1.5,0.283602623357354,-0.198281276235253,-0.177164846668402,-0.179477676409981,-0.179428300717453,-0.201453397494572,-0.179210407031255
"result.30",2,30,-1,2,-1.5,0.28391260583812,-0.198281276235253,-0.179788743296252,-0.18292666812281,-0.182790794822332,-0.205566985935757,-0.183242225760321
"result.31",2,31,-1,2,-1.5,0.285567006718609,-0.198281276235253,-0.178180905551995,-0.181749178345359,-0.181776800705064,-0.204448962032041,-0.182015529768585
"result.32",2,32,-1,2,-1.5,0.284995803046187,-0.198281276235253,-0.177757844034534,-0.179529298395905,-0.179596876266146,-0.201773759210435,-0.179430805288678
"result.33",2,33,-1,2,-1.5,0.284306179100215,-0.198281276235253,-0.176051113013169,-0.179670130862123,-0.179585557666223,-0.202184228407229,-0.179880666651551
"result.34",2,34,-1,2,-1.5,0.283728009529349,-0.198281276235253,-0.177066223678315,-0.180565954244172,-0.180301259576851,-0.202914850546991,-0.180676507591467
"result.35",2,35,-1,2,-1.5,0.284473360662875,-0.198281276235253,-0.178485424728728,-0.181084201100254,-0.181146453709978,-0.20340919820498,-0.1810820781071
"result.36",2,36,-1,2,-1.5,0.285469484140391,-0.198281276235253,-0.178980943846942,-0.180997408628033,-0.180987306800504,-0.203487571397614,-0.181100920629056
"result.37",2,37,-1,2,-1.5,0.283943952381118,-0.198281276235253,-0.178653478737463,-0.181429176939576,-0.181209974879066,-0.203919730712688,-0.181660399360957
"result.38",2,38,-1,2,-1.5,0.283888225193565,-0.198281276235253,-0.176105114511091,-0.178126218088648,-0.177970312779192,-0.200433262752066,-0.17816327919166
"result.39",2,39,-1,2,-1.5,0.285504313632612,-0.198281276235253,-0.176735435376528,-0.178146926052793,-0.178202833840529,-0.200427086483846,-0.178050860981225
"result.40",2,40,-1,2,-1.5,0.286176522832474,-0.198281276235253,-0.17946713117802,-0.182040215371443,-0.182058498197654,-0.204360723849937,-0.181898071180017
"result.41",2,41,-1,2,-1.5,0.28561925095694,-0.198281276235253,-0.177103710079681,-0.179927220654497,-0.180042327542791,-0.202100899971535,-0.1797396428419
"result.42",2,42,-1,2,-1.5,0.284483809510541,-0.198281276235253,-0.178605263765968,-0.182040661404022,-0.181578264669765,-0.204699013219947,-0.182377250038544
"result.43",2,43,-1,2,-1.5,0.285072427929073,-0.198281276235253,-0.176215210467551,-0.180194170196401,-0.18034693423605,-0.202673096097739,-0.180345501047316
"result.44",2,44,-1,2,-1.5,0.284793791991307,-0.198281276235253,-0.17886824354974,-0.182549128027974,-0.182528445775433,-0.205241509509014,-0.182874895503026
"result.45",2,45,-1,2,-1.5,0.284480326561319,-0.198281276235253,-0.176767854103033,-0.180138955122369,-0.179907526037515,-0.202674320318718,-0.180383756223883
"result.46",2,46,-1,2,-1.5,0.284887831620303,-0.198281276235253,-0.177404269052821,-0.180707855703617,-0.180682888090207,-0.203491573839816,-0.181161084133655
"result.47",2,47,-1,2,-1.5,0.285410274003615,-0.198281276235253,-0.178883936059008,-0.182841855944871,-0.182812387365368,-0.205636302567568,-0.183225086253335
"result.48",2,48,-1,2,-1.5,0.284522121951984,-0.198281276235253,-0.178518473168038,-0.181625835371537,-0.181558774442489,-0.204077798624599,-0.181763569994794
"result.49",2,49,-1,2,-1.5,0.284563917342649,-0.198281276235253,-0.177922145311119,-0.179863323688973,-0.179690055286014,-0.20241029039846,-0.180092747766438
"result.50",2,50,-1,2,-1.5,0.284922661112524,-0.198281276235253,-0.177240278983399,-0.179823622934317,-0.179953890216563,-0.202077178184705,-0.179692129821945
"result.51",2,51,-1,2,-1.5,0.28560183621083,-0.198281276235253,-0.178547772524437,-0.182103526108049,-0.182037501326257,-0.204517043202982,-0.182113955287537
"result.52",2,52,-1,2,-1.5,0.285445103495836,-0.198281276235253,-0.178021449881871,-0.180640970546028,-0.180722088233008,-0.20306303194987,-0.18066217054571
"result.53",2,53,-1,2,-1.5,0.286364602090466,-0.198281276235253,-0.180827948285555,-0.184789134330999,-0.184654112592463,-0.207406628773022,-0.184871019478332
"result.54",2,54,-1,2,-1.5,0.283431958845472,-0.198281276235253,-0.175156252678907,-0.177296798034002,-0.177420876573913,-0.199890262251212,-0.177647189161225
"result.55",2,55,-1,2,-1.5,0.285173433456514,-0.198281276235253,-0.179683348290389,-0.182912598720454,-0.18301388199874,-0.205403592797215,-0.182995973666699
"result.56",2,56,-1,2,-1.5,0.284940075858634,-0.198281276235253,-0.176438832957741,-0.17975019637538,-0.179419231773688,-0.202242395806499,-0.179899335249992
"result.57",2,57,-1,2,-1.5,0.285333649120729,-0.198281276235253,-0.1788339985004,-0.181888325403133,-0.18156562167254,-0.204579405077195,-0.182179779372947
"result.58",2,58,-1,2,-1.5,0.285302302577731,-0.198281276235253,-0.174660692640551,-0.17824995855361,-0.178026918427113,-0.200951950139432,-0.178554715651562
"result.59",2,59,-1,2,-1.5,0.285500830683389,-0.198281276235253,-0.17365470264186,-0.175863635953717,-0.175780785052845,-0.198347330451376,-0.176080405118231
"result.60",2,60,-1,2,-1.5,0.285323200273063,-0.198281276235253,-0.180502309498911,-0.182236348760718,-0.182272996920281,-0.204411836930964,-0.182022821592477
"result.61",2,61,-1,2,-1.5,0.285445103495836,-0.198281276235253,-0.177099435019686,-0.181150068020056,-0.181293474591746,-0.203749574828694,-0.181351400634677
"result.62",2,62,-1,2,-1.5,0.284358423338546,-0.198281276235253,-0.18072952546843,-0.183298999167412,-0.183383133484722,-0.205872583170132,-0.183561966888423
"result.63",2,63,-1,2,-1.5,0.285399825155949,-0.198281276235253,-0.176500969632769,-0.178061266466533,-0.177812570866964,-0.200308664454113,-0.177980061202252
"result.64",2,64,-1,2,-1.5,0.283167254704594,-0.198281276235253,-0.179263617263716,-0.180539320079127,-0.180873779249776,-0.202732825911074,-0.180487744125616
"result.65",2,65,-1,2,-1.5,0.28352948142369,-0.198281276235253,-0.178086183599161,-0.181587483461155,-0.181379357510693,-0.204015434569947,-0.181792285864798
"result.66",2,66,-1,2,-1.5,0.28501670074152,-0.198281276235253,-0.180372408875248,-0.183648942815033,-0.183572087768512,-0.205986466202938,-0.183613852357651
"result.67",2,67,-1,2,-1.5,0.285239609491733,-0.198281276235253,-0.178663492105264,-0.180758627984235,-0.180910326243456,-0.20287217598303,-0.180480626799816
"result.68",2,68,-1,2,-1.5,0.284626610428647,-0.198281276235253,-0.177118458019742,-0.179346944348476,-0.179419317361927,-0.202147638168836,-0.179802842021643
"result.69",2,69,-1,2,-1.5,0.28478334314364,-0.198281276235253,-0.179223381865746,-0.182138613925319,-0.182107864451262,-0.204364940280878,-0.182017553360484
"result.70",2,70,-1,2,-1.5,0.282832891579274,-0.198281276235253,-0.178697729856125,-0.179740513633562,-0.179704760941761,-0.201949392889923,-0.179765756401429
"result.71",2,71,-1,2,-1.5,0.284835587381972,-0.198281276235253,-0.177601359429414,-0.179737701640711,-0.17991067406198,-0.202312770964676,-0.179970382140242
"result.72",2,72,-1,2,-1.5,0.284786826092862,-0.198281276235253,-0.178923393439071,-0.181134645662427,-0.181147924128681,-0.203716854354611,-0.181363563730352
"result.73",2,73,-1,2,-1.5,0.285194331151846,-0.198281276235253,-0.178959101736223,-0.181288175487136,-0.181198890840691,-0.203737542164918,-0.181369351062214
"result.74",2,74,-1,2,-1.5,0.285424205800504,-0.198281276235253,-0.180394147250245,-0.181839300035886,-0.181822369966244,-0.204264434136704,-0.181830275020563
"result.75",2,75,-1,2,-1.5,0.284689303514644,-0.198281276235253,-0.18038001807527,-0.184865877638607,-0.184802018620791,-0.207097791662529,-0.184742299570441
"result.76",2,76,-1,2,-1.5,0.284285281404882,-0.198281276235253,-0.179792862752666,-0.182126589964707,-0.182263700469781,-0.204663100215272,-0.182316550661042
"result.77",2,77,-1,2,-1.5,0.285856091504042,-0.198281276235253,-0.176667515824312,-0.17912850090983,-0.179254824722866,-0.201655628412432,-0.179239845087225
"result.78",2,78,-1,2,-1.5,0.285977994726815,-0.198281276235253,-0.178726880907423,-0.180333580563134,-0.180293573126459,-0.202773169165534,-0.180317614783181
"result.79",2,79,-1,2,-1.5,0.28503411548763,-0.198281276235253,-0.179235684717886,-0.181566972077084,-0.18162688264014,-0.204112587784659,-0.181765552903734
"result.80",2,80,-1,2,-1.5,0.284027543162448,-0.198281276235253,-0.177111574969766,-0.180112936146103,-0.179923664266878,-0.202666206807198,-0.180387287175777
"result.81",2,81,-1,2,-1.5,0.284873899823414,-0.198281276235253,-0.180825440382055,-0.183842552912134,-0.18388418248923,-0.206257889551718,-0.183873582528065
"result.82",2,82,-1,2,-1.5,0.283121976364707,-0.198281276235253,-0.175172671338221,-0.178235569991738,-0.177907991580228,-0.200623527379219,-0.178436898602445
"result.83",2,83,-1,2,-1.5,0.28326129433359,-0.198281276235253,-0.174586560671305,-0.178219239138223,-0.178259066094087,-0.200498219670687,-0.178257371969211
"result.84",2,84,-1,2,-1.5,0.285567006718609,-0.198281276235253,-0.18163147632411,-0.184202141006868,-0.184139755394164,-0.206833897529653,-0.184381537101453
"result.85",2,85,-1,2,-1.5,0.284278315506438,-0.198281276235253,-0.178576749725955,-0.180822662792638,-0.180614990775116,-0.202982988995608,-0.180703150270383
"result.86",2,86,-1,2,-1.5,0.284504707205874,-0.198281276235253,-0.177280310559167,-0.18086711178519,-0.180801477802025,-0.203391630629767,-0.181038677023675
"result.87",2,87,-1,2,-1.5,0.286040687812812,-0.198281276235253,-0.177043088520325,-0.179415797095903,-0.179088264924107,-0.202016798748934,-0.179605359861336
"result.88",2,88,-1,2,-1.5,0.286169556934029,-0.198281276235253,-0.17883775488179,-0.181993983930211,-0.181880303395877,-0.204328380764573,-0.18188987786496
"result.89",2,89,-1,2,-1.5,0.284588297987204,-0.198281276235253,-0.177861834958925,-0.180284766033642,-0.180417409125374,-0.202399884962967,-0.180101775998913
"result.90",2,90,-1,2,-1.5,0.283365782810252,-0.198281276235253,-0.180506784731868,-0.182157727702463,-0.181891499181812,-0.204553988490666,-0.182331060641644
"result.91",2,91,-1,2,-1.5,0.283292640876589,-0.198281276235253,-0.179667911471184,-0.182129182322298,-0.182179007817664,-0.204731146751681,-0.182462629059036
"result.92",2,92,-1,2,-1.5,0.284967939452411,-0.198281276235253,-0.183636262064354,-0.186131947734495,-0.186230444711557,-0.20864505932237,-0.186264504280498
"result.93",2,93,-1,2,-1.5,0.28433055974477,-0.198281276235253,-0.177387794876406,-0.179909473108714,-0.179949686958582,-0.202192669672719,-0.179899044426894
"result.94",2,94,-1,2,-1.5,0.284981871249299,-0.198281276235253,-0.175088129304489,-0.178457162998426,-0.178219563141834,-0.200791703817815,-0.178469170147433
"result.95",2,95,-1,2,-1.5,0.284058889705447,-0.198281276235253,-0.175766761578662,-0.178645419740669,-0.178412667971249,-0.20098665044911,-0.178713031340197
"result.96",2,96,-1,2,-1.5,0.284271349607994,-0.198281276235253,-0.176662140591529,-0.178916497302194,-0.178838793600365,-0.201308467045625,-0.178999371214014
"result.97",2,97,-1,2,-1.5,0.28443156527221,-0.198281276235253,-0.176581136520026,-0.181164840653006,-0.180889119352299,-0.203652302834999,-0.181348028602475
"result.98",2,98,-1,2,-1.5,0.284368872186212,-0.198281276235253,-0.175959891751662,-0.180373393420545,-0.180034450630287,-0.20275274921121,-0.180459813831168
"result.99",2,99,-1,2,-1.5,0.285633182753829,-0.198281276235253,-0.179382266989406,-0.182043179552234,-0.182243149559651,-0.204377885456081,-0.181956929610869
"result.100",2,100,-1,2,-1.5,0.284922661112524,-0.198281276235253,-0.178511541899441,-0.181946499874169,-0.181839904742686,-0.204464831031382,-0.182103386425124
"result.1",3,1,-1,3,-2,0.291083998286389,-0.198530588425583,-0.165822758671593,-0.171439165103252,-0.171123919301587,-0.194502265465637,-0.171769766639332
"result.2",3,2,-1,3,-2,0.290920299672951,-0.198530588425583,-0.167293405097806,-0.171258293440694,-0.171498229330275,-0.194029622971202,-0.171336687542362
"result.3",3,3,-1,3,-2,0.290195846234758,-0.198530588425583,-0.166644739163739,-0.170569585694823,-0.17052040023217,-0.193390741920077,-0.1707507455932
"result.4",3,4,-1,3,-2,0.291425327310153,-0.198530588425583,-0.16697611260895,-0.170977279885485,-0.170887564676297,-0.193918117168414,-0.17116099058244
"result.5",3,5,-1,3,-2,0.290958612114394,-0.198530588425583,-0.167779381308203,-0.172855028419396,-0.172730855883751,-0.195893802730444,-0.173180071097142
"result.6",3,6,-1,3,-2,0.28988238080477,-0.198530588425583,-0.167394213836511,-0.171659872972534,-0.171721025966592,-0.194118527100949,-0.171488451313867
"result.7",3,7,-1,3,-2,0.291414878462487,-0.198530588425583,-0.165487221200587,-0.171181581097384,-0.171072755976273,-0.194037792360048,-0.171259791068711
"result.8",3,8,-1,3,-2,0.292285615768008,-0.198530588425583,-0.166514430895672,-0.170130034304491,-0.170730539434814,-0.19303571866614,-0.170193321132213
"result.9",3,9,-1,3,-2,0.292494592721333,-0.198530588425583,-0.16757009911367,-0.172075210784973,-0.171863162912118,-0.195183666676152,-0.172410049059395
"result.10",3,10,-1,3,-2,0.28963160846078,-0.198530588425583,-0.169142121175814,-0.173019278139014,-0.17329090363858,-0.195956077031201,-0.173323703672357
"result.11",3,11,-1,3,-2,0.290899401977619,-0.198530588425583,-0.168380869627984,-0.173207945540196,-0.173166663794529,-0.19611323088539,-0.173429862526957
