"","Setting","rep","alpha","beta","gamma","y.mean","Truth","Unadjusted","PSReg","PSS","IPW","IPW2"
"result.12",3,12,-1,3,-2,0.290690425024294,-0.198530588425583,-0.168819983080498,-0.173514625889227,-0.173358558887184,-0.196473185457782,-0.173750712650887
"result.13",3,13,-1,3,-2,0.290335164203641,-0.198530588425583,-0.166519635927915,-0.170384853633382,-0.170432843833987,-0.193059898315588,-0.170381320077036
"result.14",3,14,-1,3,-2,0.291770139283139,-0.198530588425583,-0.16908677111352,-0.172300746786715,-0.172240665983282,-0.195327118390069,-0.1725243693536
"result.15",3,15,-1,3,-2,0.29295782496787,-0.198530588425583,-0.168156472769128,-0.172985040574385,-0.17275810037939,-0.196033211052518,-0.173201581429849
"result.16",3,16,-1,3,-2,0.291446225005486,-0.198530588425583,-0.168431173910856,-0.174418874361323,-0.17420243753333,-0.197623816032885,-0.174839828788833
"result.17",3,17,-1,3,-2,0.291505435142261,-0.198530588425583,-0.167662046525222,-0.171232824043129,-0.171466832082965,-0.193833330285431,-0.171104991936468
"result.18",3,18,-1,3,-2,0.292341342955561,-0.198530588425583,-0.167134945864749,-0.171193486047691,-0.170831074404927,-0.194333598244243,-0.171550080509216
"result.19",3,19,-1,3,-2,0.290481448070969,-0.198530588425583,-0.166562901557229,-0.170516534442318,-0.170582640867455,-0.19318040124671,-0.170571286929602
"result.20",3,20,-1,3,-2,0.291763173384695,-0.198530588425583,-0.167214071745557,-0.170926489122535,-0.171177079103062,-0.193604907535853,-0.170789617455247
"result.21",3,21,-1,3,-2,0.291843281216803,-0.198530588425583,-0.164575164189104,-0.168223393900589,-0.16794999346517,-0.191435051709825,-0.168663496955695
"result.22",3,22,-1,3,-2,0.290850640688509,-0.198530588425583,-0.170177880990889,-0.174177260912992,-0.174048721645503,-0.197108292505668,-0.174410890894761
"result.23",3,23,-1,3,-2,0.291157140220053,-0.198530588425583,-0.169246067530824,-0.173574166933046,-0.173682052720293,-0.196333022535509,-0.173626385217255
"result.24",3,24,-1,3,-2,0.292376172447782,-0.198530588425583,-0.166803316729476,-0.170707699529102,-0.170714690747341,-0.193543661185637,-0.170741211102664
"result.25",3,25,-1,3,-2,0.290843674790065,-0.198530588425583,-0.165497227269909,-0.169378511821104,-0.169147960476924,-0.19223880793182,-0.169555134354341
"result.26",3,26,-1,3,-2,0.29055110705541,-0.198530588425583,-0.170188409388055,-0.175057636672303,-0.17490713238204,-0.19767114311391,-0.175012593836232
"result.27",3,27,-1,3,-2,0.290610317192186,-0.198530588425583,-0.1701596878766,-0.174762621959299,-0.174404695681694,-0.19770642678264,-0.175015194610465
"result.28",3,28,-1,3,-2,0.2899659715861,-0.198530588425583,-0.167822069092572,-0.171841983819176,-0.171673202949248,-0.194318835597152,-0.171675318948211
"result.29",3,29,-1,3,-2,0.290157533793315,-0.198530588425583,-0.168952747384204,-0.173562504617767,-0.173380380919292,-0.196671511012078,-0.173980204400037
"result.30",3,30,-1,3,-2,0.291801485826138,-0.198530588425583,-0.167783867488879,-0.172763081905638,-0.172826797731446,-0.195925187970135,-0.173126520748549
"result.31",3,31,-1,3,-2,0.291292975239714,-0.198530588425583,-0.168177629649941,-0.171693899593145,-0.171683514895004,-0.194408053047442,-0.171672846623359
"result.32",3,32,-1,3,-2,0.289889346703214,-0.198530588425583,-0.164489199827701,-0.169484174375506,-0.169472005091069,-0.192350937915342,-0.169739930826135
"result.33",3,33,-1,3,-2,0.289983386332211,-0.198530588425583,-0.165777299995181,-0.170949379001305,-0.170592729876229,-0.193793732310557,-0.171175709075473
"result.34",3,34,-1,3,-2,0.29063469783674,-0.198530588425583,-0.167347302860007,-0.171372565447286,-0.171413242389646,-0.194050016058549,-0.171372333000382
"result.35",3,35,-1,3,-2,0.29197215033802,-0.198530588425583,-0.168199890352783,-0.171161875012834,-0.171192092789781,-0.194095336809815,-0.171328135696259
"result.36",3,36,-1,3,-2,0.291003890454281,-0.198530588425583,-0.168727094748977,-0.17311621215982,-0.172886355406479,-0.196049723425989,-0.173351971702807
"result.37",3,37,-1,3,-2,0.290293368812976,-0.198530588425583,-0.165467512970626,-0.16916323365248,-0.16894124426679,-0.191811714941714,-0.16916448747951
"result.38",3,38,-1,3,-2,0.291484537446929,-0.198530588425583,-0.166765782109489,-0.170034542857258,-0.16999949165623,-0.192674998685968,-0.169950296327087
"result.39",3,39,-1,3,-2,0.292658291334771,-0.198530588425583,-0.169396354315873,-0.173537545388199,-0.173630924548611,-0.196215618765794,-0.173359676350671
"result.40",3,40,-1,3,-2,0.292275166920341,-0.198530588425583,-0.167512185630776,-0.171944972137799,-0.172069920352761,-0.194604822616284,-0.17181636323166
"result.41",3,41,-1,3,-2,0.291630821314256,-0.198530588425583,-0.16848543839732,-0.173778028493689,-0.173322257779396,-0.196836945191483,-0.174067815832373
"result.42",3,42,-1,3,-2,0.291428810259375,-0.198530588425583,-0.166452605427806,-0.172322081938081,-0.172383549077184,-0.195229927208396,-0.172503139735483
"result.43",3,43,-1,3,-2,0.291021305200391,-0.198530588425583,-0.168470475687338,-0.173461360360002,-0.173458505995244,-0.196562015285561,-0.173831344094815
"result.44",3,44,-1,3,-2,0.291063100591057,-0.198530588425583,-0.166630824758685,-0.171634774340333,-0.171350404868742,-0.194565218072367,-0.17188460055376
"result.45",3,45,-1,3,-2,0.290989958657393,-0.198530588425583,-0.167524221845135,-0.172303370206751,-0.172299983057135,-0.195426398450516,-0.172722718744305
"result.46",3,46,-1,3,-2,0.292097536510015,-0.198530588425583,-0.168492425183017,-0.173919504825003,-0.173855980287934,-0.197206615785999,-0.174383800825214
"result.47",3,47,-1,3,-2,0.290881987231508,-0.198530588425583,-0.168777187911167,-0.173320611250844,-0.173154849608451,-0.196157222776262,-0.173470010365203
"result.48",3,48,-1,3,-2,0.290338647152863,-0.198530588425583,-0.166666685010178,-0.170056101324989,-0.169907059193577,-0.19302972706336,-0.170392433890811
"result.49",3,49,-1,3,-2,0.290836708891621,-0.198530588425583,-0.167312587350683,-0.171423466935065,-0.171635134259637,-0.194084211504044,-0.171346813018478
"result.50",3,50,-1,3,-2,0.291808451724582,-0.198530588425583,-0.167365499623536,-0.172424242723351,-0.172336862126787,-0.195266854633441,-0.172509858293936
"result.51",3,51,-1,3,-2,0.291669133755699,-0.198530588425583,-0.167546482547977,-0.172087582136377,-0.171976527712291,-0.195082552111783,-0.172284634724031
"result.52",3,52,-1,3,-2,0.292717501471546,-0.198530588425583,-0.171099903151552,-0.17664785548965,-0.176560178258862,-0.199666039996582,-0.176734620001631
"result.53",3,53,-1,3,-2,0.289986869281433,-0.198530588425583,-0.164736905694328,-0.168505591642049,-0.168533611640194,-0.191491894545147,-0.168848817760939
"result.54",3,54,-1,3,-2,0.291512401040705,-0.198530588425583,-0.16915755799502,-0.173833908632927,-0.173820613810476,-0.196874909361709,-0.174104774761687
"result.55",3,55,-1,3,-2,0.291237248052161,-0.198530588425583,-0.166397611142056,-0.171371251573751,-0.170994238214292,-0.194359406636884,-0.171626223045639
"result.56",3,56,-1,3,-2,0.291575094126703,-0.198530588425583,-0.168982517200587,-0.173665306621986,-0.173354620780785,-0.196682862450497,-0.173891488797779
"result.57",3,57,-1,3,-2,0.291853730064469,-0.198530588425583,-0.164415604783258,-0.16976703711502,-0.16950806201559,-0.192937722227719,-0.17014377951943
"result.58",3,58,-1,3,-2,0.291951252642688,-0.198530588425583,-0.163322198123071,-0.167707527414445,-0.16760326712238,-0.190693411608491,-0.168027825930652
"result.59",3,59,-1,3,-2,0.291836315318359,-0.198530588425583,-0.16908671924566,-0.172490950488126,-0.172565207074122,-0.195102824047416,-0.172335724674587
"result.60",3,60,-1,3,-2,0.291373083071822,-0.198530588425583,-0.165929879913809,-0.17112605824491,-0.171203107967351,-0.19406039279197,-0.171343677737879
"result.61",3,61,-1,3,-2,0.290697390922738,-0.198530588425583,-0.170399314083221,-0.175144921430114,-0.175139928741125,-0.198113456482112,-0.175412133606695
"result.62",3,62,-1,3,-2,0.291724860943252,-0.198530588425583,-0.165875930283747,-0.168531653151014,-0.168251773699243,-0.191177676955372,-0.168482885757907
"result.63",3,63,-1,3,-2,0.289610710765448,-0.198530588425583,-0.167910578628377,-0.170773374889532,-0.171039851982601,-0.19336810179297,-0.170747653821058
"result.64",3,64,-1,3,-2,0.289847551312549,-0.198530588425583,-0.167278805462847,-0.171789747374299,-0.171531101367927,-0.19465066838012,-0.17206078799056
"result.65",3,65,-1,3,-2,0.291613406568146,-0.198530588425583,-0.169803771542687,-0.174775844364786,-0.174691395958352,-0.197449466175482,-0.174702794601251
"result.66",3,66,-1,3,-2,0.291474088599262,-0.198530588425583,-0.168657611862469,-0.172168251398832,-0.172332557082778,-0.194747459513109,-0.171973147070505
"result.67",3,67,-1,3,-2,0.290934231469839,-0.198530588425583,-0.166889736953903,-0.170737982514087,-0.170779245660995,-0.193985468480777,-0.171253160135344
"result.68",3,68,-1,3,-2,0.291150174321609,-0.198530588425583,-0.167778495905335,-0.172303191891149,-0.172258239487432,-0.195008708077378,-0.172285189001952
"result.69",3,69,-1,3,-2,0.289304211233904,-0.198530588425583,-0.168493144034584,-0.171035523183792,-0.171029448551817,-0.193614603780866,-0.171046556224044
"result.70",3,70,-1,3,-2,0.291063100591057,-0.198530588425583,-0.16713374195624,-0.171120281501795,-0.171281427571922,-0.19412523013564,-0.171394765952375
"result.71",3,71,-1,3,-2,0.291491503345373,-0.198530588425583,-0.168666421321761,-0.172479794757727,-0.172469277423605,-0.195555915010917,-0.172791627968798
"result.72",3,72,-1,3,-2,0.291376566021044,-0.198530588425583,-0.168451815762305,-0.171939088935376,-0.171836574951559,-0.194765231395483,-0.172032516477693
"result.73",3,73,-1,3,-2,0.291923389048911,-0.198530588425583,-0.170681427901249,-0.174097512623723,-0.174051845942577,-0.197063294336836,-0.174213378508348
"result.74",3,74,-1,3,-2,0.290927265571395,-0.198530588425583,-0.169710931429788,-0.17568159069542,-0.175620085269297,-0.198352221662189,-0.175638233946479
"result.75",3,75,-1,3,-2,0.29088547018073,-0.198530588425583,-0.169734492478381,-0.173515854214401,-0.173620788947177,-0.196504529616532,-0.173764041034885
"result.76",3,76,-1,3,-2,0.292048775220906,-0.198530588425583,-0.16727193336059,-0.171605952730977,-0.171654828185193,-0.194572668931564,-0.171763069758934
"result.77",3,77,-1,3,-2,0.292323928209451,-0.198530588425583,-0.168606948153814,-0.1720057183788,-0.171858801131097,-0.194871198163641,-0.172036835471064
"result.78",3,78,-1,3,-2,0.291505435142261,-0.198530588425583,-0.169254617650814,-0.173128396391997,-0.17321691110535,-0.196116338086147,-0.173371382260612
"result.79",3,79,-1,3,-2,0.290317749457531,-0.198530588425583,-0.166901984288944,-0.171188744781878,-0.170935419553861,-0.194100235685128,-0.171466934617871
"result.80",3,80,-1,3,-2,0.290582453598409,-0.198530588425583,-0.1691649042065,-0.173022723260311,-0.173080779694546,-0.195736764865321,-0.173043649391352
"result.81",3,81,-1,3,-2,0.289899795550881,-0.198530588425583,-0.164790647852948,-0.169541661920021,-0.169127089029426,-0.192448031055647,-0.169855050418078
"result.82",3,82,-1,3,-2,0.290481448070969,-0.198530588425583,-0.164956360509483,-0.169964915856194,-0.169970255680734,-0.19269026417458,-0.170002749861079
"result.83",3,83,-1,3,-2,0.291533298736038,-0.198530588425583,-0.169285476692266,-0.173155379407428,-0.173096796413583,-0.196262113065115,-0.17346391251185
"result.84",3,84,-1,3,-2,0.290871538383842,-0.198530588425583,-0.168741168406853,-0.172841402648749,-0.172539301280405,-0.195484593318787,-0.172795465272057
"result.85",3,85,-1,3,-2,0.291031754048058,-0.198530588425583,-0.16765432994024,-0.172566895895187,-0.172453448691934,-0.195575262021588,-0.172818324181662
"result.86",3,86,-1,3,-2,0.292536388111998,-0.198530588425583,-0.167323019310608,-0.171106274788781,-0.17081594081745,-0.194103509720153,-0.171296174654692
"result.87",3,87,-1,3,-2,0.292111468306904,-0.198530588425583,-0.168968862134835,-0.173827592788438,-0.173725983599919,-0.196664428712351,-0.173855280294828
"result.88",3,88,-1,3,-2,0.290760084008735,-0.198530588425583,-0.167108980648377,-0.170918908050737,-0.171038379067472,-0.193531720643112,-0.17087303440467
"result.89",3,89,-1,3,-2,0.289993835179877,-0.198530588425583,-0.169389619570999,-0.172454455611617,-0.172159067731601,-0.195304444203761,-0.172697722696897
"result.90",3,90,-1,3,-2,0.289962488636878,-0.198530588425583,-0.168638944638957,-0.172787226941341,-0.172736363984911,-0.195773511738228,-0.173115074333617
"result.91",3,91,-1,3,-2,0.290673010278183,-0.198530588425583,-0.172848481123801,-0.177216199449116,-0.177203721242855,-0.200117907461319,-0.177410714850055
"result.92",3,92,-1,3,-2,0.29095164621595,-0.198530588425583,-0.167862471041843,-0.172344120446331,-0.172312991470241,-0.195181214054761,-0.172462064196375
"result.93",3,93,-1,3,-2,0.292090570611571,-0.198530588425583,-0.16557198165348,-0.170867877642228,-0.17064033529863,-0.19377145461331,-0.170991839878888
"result.94",3,94,-1,3,-2,0.290847157739287,-0.198530588425583,-0.165742065807252,-0.170611278440314,-0.170336883896157,-0.193534838098997,-0.170832692436821
"result.95",3,95,-1,3,-2,0.291021305200391,-0.198530588425583,-0.166179408454031,-0.170427366525811,-0.170245137615265,-0.193301354825064,-0.170576691978869
"result.96",3,96,-1,3,-2,0.291247696899827,-0.198530588425583,-0.167076247065469,-0.172910710464821,-0.172580785382823,-0.195815914354063,-0.173108642158507
"result.97",3,97,-1,3,-2,0.290286402914532,-0.198530588425583,-0.165690301925809,-0.171171333124913,-0.170859440861609,-0.193858610368618,-0.171234664240774
"result.98",3,98,-1,3,-2,0.292240337428121,-0.198530588425583,-0.168737889783925,-0.172783443181276,-0.172999872497311,-0.195564375929764,-0.17275408571753
"result.99",3,99,-1,3,-2,0.291376566021044,-0.198530588425583,-0.168633424750311,-0.173343075739592,-0.173192103631339,-0.196286092602245,-0.173554181519354
"result.100",3,100,-1,3,-2,0.292679189030103,-0.198530588425583,-0.169510303090965,-0.174933947279424,-0.174900187960498,-0.197529545989836,-0.174656875472695
"result.1",4,1,-1,4,-2.47,0.30425999519353,-0.199817359671719,-0.157403273629755,-0.162874453817009,-0.163229228955295,-0.186633481357181,-0.163046336618568
"result.2",4,2,-1,4,-2.47,0.303636547282777,-0.199817359671719,-0.156618505602714,-0.162286347543823,-0.162169489181219,-0.186119795843471,-0.162598578914965
"result.3",4,3,-1,4,-2.47,0.304455040349967,-0.199817359671719,-0.157661196686386,-0.162843924111369,-0.16276485569574,-0.186632359690998,-0.163027162290337
"result.4",4,4,-1,4,-2.47,0.303375326091121,-0.199817359671719,-0.15786938600661,-0.165152263828061,-0.164956323302863,-0.18911665954982,-0.165571314069385
"result.5",4,5,-1,4,-2.47,0.303817660642326,-0.199817359671719,-0.158593269485753,-0.164951821536576,-0.164919275648977,-0.188590809822352,-0.165010591963436
"result.6",4,6,-1,4,-2.47,0.305384987792263,-0.199817359671719,-0.157192843043813,-0.164932414598595,-0.164682851444806,-0.188901853601613,-0.165163127009291
"result.7",4,7,-1,4,-2.47,0.304953102088725,-0.199817359671719,-0.15639321969175,-0.161554451192325,-0.162160025027479,-0.185160020709421,-0.161478194011881
"result.8",4,8,-1,4,-2.47,0.305569584101033,-0.199817359671719,-0.158727919278634,-0.165314082967252,-0.165025341382411,-0.189362617142243,-0.165692873914511
"result.9",4,9,-1,4,-2.47,0.301755754702852,-0.199817359671719,-0.158405188741414,-0.163648369561612,-0.163747490033265,-0.187303740505545,-0.163897313374607
"result.10",4,10,-1,4,-2.47,0.304336620076416,-0.199817359671719,-0.15925533114627,-0.165540106358942,-0.165386759011139,-0.189402146102665,-0.165826835660004
"result.11",4,11,-1,4,-2.47,0.303208144528461,-0.199817359671719,-0.157362923548346,-0.16382767780769,-0.163788012539044,-0.187566844719088,-0.164024488474669
"result.12",4,12,-1,4,-2.47,0.30367485972422,-0.199817359671719,-0.158389714651307,-0.163293827781194,-0.163350609772218,-0.186844573506877,-0.163284281047295
"result.13",4,13,-1,4,-2.47,0.304420210857746,-0.199817359671719,-0.157839156677962,-0.162939470053654,-0.162914913754348,-0.186787067758144,-0.163161095313439
"result.14",4,14,-1,4,-2.47,0.306443804355776,-0.199817359671719,-0.159790418678747,-0.166734038567883,-0.166492866413236,-0.190888241015642,-0.167121594729615
"result.15",4,15,-1,4,-2.47,0.304733676287733,-0.199817359671719,-0.157313200759658,-0.164345844870303,-0.164226156365473,-0.188314346271612,-0.164677146564586
"result.16",4,16,-1,4,-2.47,0.304636153709515,-0.199817359671719,-0.158127208976759,-0.163199363574317,-0.163343076969175,-0.186664730102963,-0.16307641755463
"result.17",4,17,-1,4,-2.47,0.30511331775294,-0.199817359671719,-0.156032817177161,-0.161302669672463,-0.160789000571402,-0.185197969707059,-0.161603674692548
"result.18",4,18,-1,4,-2.47,0.303204661579239,-0.199817359671719,-0.156992355711613,-0.162973522227039,-0.163006864395373,-0.18656375396621,-0.163089764925006
"result.19",4,19,-1,4,-2.47,0.304580426521962,-0.199817359671719,-0.156570709223343,-0.161866983271402,-0.162129594457872,-0.18551708205848,-0.161832324761596
"result.20",4,20,-1,4,-2.47,0.304531665232853,-0.199817359671719,-0.153855435730405,-0.159326184415996,-0.159057936882962,-0.183410300299453,-0.159793109447552
"result.21",4,21,-1,4,-2.47,0.304611773064961,-0.199817359671719,-0.161232962358592,-0.167135284719652,-0.167052038222135,-0.190991866230273,-0.1673602772163
"result.22",4,22,-1,4,-2.47,0.304670983201736,-0.199817359671719,-0.16043589512865,-0.166629066455587,-0.166773403170945,-0.190318596044616,-0.166687272119499
"result.23",4,23,-1,4,-2.47,0.304322688279528,-0.199817359671719,-0.156851044937157,-0.161956124194712,-0.161846302886603,-0.185592262669259,-0.162015649427066
"result.24",4,24,-1,4,-2.47,0.304559528826629,-0.199817359671719,-0.156512640136868,-0.162286266423171,-0.162096575170307,-0.186118910734264,-0.162506102202088
"result.25",4,25,-1,4,-2.47,0.30350767816156,-0.199817359671719,-0.161040454599917,-0.167956535714014,-0.167753069693184,-0.191457802137077,-0.167918431365375
"result.26",4,26,-1,4,-2.47,0.303378809040343,-0.199817359671719,-0.161019968352049,-0.166991387343605,-0.166509801740245,-0.190844188992541,-0.167299018905938
"result.27",4,27,-1,4,-2.47,0.302616043160707,-0.199817359671719,-0.156322996058236,-0.162631308519178,-0.162398442922978,-0.186050437317709,-0.162565654482496
"result.28",4,28,-1,4,-2.47,0.302682219195926,-0.199817359671719,-0.16009482317204,-0.166193893202642,-0.165965312191133,-0.190203603799517,-0.166676922200014
"result.29",4,29,-1,4,-2.47,0.304193819158311,-0.199817359671719,-0.156132062581574,-0.162067899569244,-0.162172214228173,-0.186027919373687,-0.162459814591674
"result.30",4,30,-1,4,-2.47,0.303229042223793,-0.199817359671719,-0.156959985203728,-0.162246395953423,-0.16211992420278,-0.185850554734585,-0.162317280589917
"result.31",4,31,-1,4,-2.47,0.302825020114032,-0.199817359671719,-0.154892018132767,-0.161361041490933,-0.161381916371149,-0.185102437040824,-0.161640586020872
"result.32",4,32,-1,4,-2.47,0.303431053278674,-0.199817359671719,-0.157959043933823,-0.164955390694036,-0.164698960774323,-0.188717294407597,-0.165156006134492
"result.33",4,33,-1,4,-2.47,0.304117194275425,-0.199817359671719,-0.157660726226402,-0.162867472981482,-0.162871433312726,-0.186285585758493,-0.162729222681542
"result.34",4,34,-1,4,-2.47,0.304949619139503,-0.199817359671719,-0.157866681579387,-0.162819580439649,-0.162796884314044,-0.186700107951875,-0.1630570404853
"result.35",4,35,-1,4,-2.47,0.304078881833982,-0.199817359671719,-0.156895351572919,-0.162554615840701,-0.162350848131749,-0.186332700119871,-0.162808198782248
"result.36",4,36,-1,4,-2.47,0.302776258824923,-0.199817359671719,-0.154998668915,-0.159934737759601,-0.159689521079591,-0.183564139024324,-0.160092177451601
"result.37",4,37,-1,4,-2.47,0.304420210857746,-0.199817359671719,-0.157238450025327,-0.162222832387004,-0.162244471984768,-0.185744188337509,-0.162147518724173
"result.38",4,38,-1,4,-2.47,0.304932204393392,-0.199817359671719,-0.16059597686234,-0.166595353809984,-0.166692726127667,-0.190273403198145,-0.166563340929901
"result.39",4,39,-1,4,-2.47,0.305043658768499,-0.199817359671719,-0.15605345902861,-0.162328169452674,-0.162406845697441,-0.185760457587304,-0.162137597320522
"result.40",4,40,-1,4,-2.47,0.304148540818423,-0.199817359671719,-0.157098228475939,-0.164250050712217,-0.163775461726064,-0.188136642649823,-0.164571905826765
"result.41",4,41,-1,4,-2.47,0.30457694357274,-0.199817359671719,-0.157457434380498,-0.165372000260048,-0.165324932612698,-0.189259695230328,-0.165645790356848
"result.42",4,42,-1,4,-2.47,0.304514250486742,-0.199817359671719,-0.159644143965151,-0.166125146391901,-0.166110370709326,-0.189992908358528,-0.166352799194379
"result.43",4,43,-1,4,-2.47,0.302960855133693,-0.199817359671719,-0.156799173670753,-0.163482519240752,-0.163166022331686,-0.187228661316491,-0.163767842081481
"result.44",4,44,-1,4,-2.47,0.304145057869201,-0.199817359671719,-0.15777540480078,-0.163510466149164,-0.163648257020737,-0.18740376772392,-0.163847303997191
"result.45",4,45,-1,4,-2.47,0.30499489747939,-0.199817359671719,-0.158618816110001,-0.165200292380459,-0.165194617926878,-0.189351915610988,-0.16568149982116
"result.46",4,46,-1,4,-2.47,0.303831592439214,-0.199817359671719,-0.159768202545287,-0.165803448300422,-0.165613968239119,-0.189487295851995,-0.165955489863064
"result.47",4,47,-1,4,-2.47,0.303911700271322,-0.199817359671719,-0.157171204755297,-0.162614095409172,-0.162409483100641,-0.186593159877206,-0.163028808309179
"result.48",4,48,-1,4,-2.47,0.303190729782351,-0.199817359671719,-0.155551994131148,-0.161112156828699,-0.161136752341461,-0.18468035598125,-0.161155057647078
"result.49",4,49,-1,4,-2.47,0.305127249549829,-0.199817359671719,-0.158981930350292,-0.165640737471056,-0.165413075891882,-0.18956560885094,-0.165910111464007
"result.50",4,50,-1,4,-2.47,0.304489869842188,-0.199817359671719,-0.156561221832625,-0.162807463322828,-0.162607565727923,-0.186745006359491,-0.163101061884836
"result.51",4,51,-1,4,-2.47,0.304872994256617,-0.199817359671719,-0.159814442888845,-0.167051427394429,-0.166930680784546,-0.190827094450083,-0.167110624824893
"result.52",4,52,-1,4,-2.47,0.30275536112959,-0.199817359671719,-0.153711246678946,-0.159358895959963,-0.159280665497916,-0.183226042494903,-0.159769342970389
"result.53",4,53,-1,4,-2.47,0.304559528826629,-0.199817359671719,-0.160619797250235,-0.167118973400547,-0.167072915506433,-0.191202505952517,-0.167549714476645
"result.54",4,54,-1,4,-2.47,0.304664017303292,-0.199817359671719,-0.156900775024323,-0.163058567042091,-0.162818674871038,-0.187046847825647,-0.163412046845943
"result.55",4,55,-1,4,-2.47,0.305102868905274,-0.199817359671719,-0.159391488756344,-0.166350389896014,-0.165950804971333,-0.190489322088891,-0.166778050078609
"result.56",4,56,-1,4,-2.47,0.30509590300683,-0.199817359671719,-0.15570269950832,-0.162170030722488,-0.161815325187725,-0.186202422898927,-0.162542609734904
"result.57",4,57,-1,4,-2.47,0.305492959218148,-0.199817359671719,-0.154207606630646,-0.160286461724367,-0.160023371323023,-0.184328489639626,-0.160740323155696
"result.58",4,58,-1,4,-2.47,0.305050624666943,-0.199817359671719,-0.159937827186794,-0.165421889904934,-0.165406683866463,-0.189242861987282,-0.165549008799516
"result.59",4,59,-1,4,-2.47,0.304399313162413,-0.199817359671719,-0.155252531681557,-0.161922552380749,-0.16199934983867,-0.185716717297314,-0.162156907851857
"result.60",4,60,-1,4,-2.47,0.303688791521108,-0.199817359671719,-0.160905760237655,-0.167283136472644,-0.167337622566765,-0.191127282450598,-0.167559242977104
"result.61",4,61,-1,4,-2.47,0.305283982264823,-0.199817359671719,-0.156742208406306,-0.162233910439272,-0.161958297496063,-0.18609987270391,-0.162421452973459
"result.62",4,62,-1,4,-2.47,0.303566888298336,-0.199817359671719,-0.160369116669364,-0.165039377583053,-0.165094429096403,-0.188658441775907,-0.165073916682074
"result.63",4,63,-1,4,-2.47,0.303793279997771,-0.199817359671719,-0.157047038790201,-0.16351394800826,-0.163161024516651,-0.187389739136603,-0.163863649258265
"result.64",4,64,-1,4,-2.47,0.304980965682501,-0.199817359671719,-0.159581281140077,-0.165917019461979,-0.165821455675938,-0.189496329821569,-0.16587781489616
"result.65",4,65,-1,4,-2.47,0.304448074451523,-0.199817359671719,-0.159462586845006,-0.164466441791377,-0.164450093154996,-0.188064137445489,-0.164401864603319
"result.66",4,66,-1,4,-2.47,0.30400922284954,-0.199817359671719,-0.157712278987164,-0.163095949386042,-0.163090042736617,-0.187248358147796,-0.163655487324573
"result.67",4,67,-1,4,-2.47,0.303640030231999,-0.199817359671719,-0.159154411373364,-0.165356549397671,-0.165406408237496,-0.188932021620648,-0.165363627359385
"result.68",4,68,-1,4,-2.47,0.302044839488285,-0.199817359671719,-0.159015227181186,-0.163918987469016,-0.163711639749478,-0.187525502963397,-0.164075363680274
"result.69",4,69,-1,4,-2.47,0.304270444041196,-0.199817359671719,-0.15682461655928,-0.162564272993031,-0.16262989791749,-0.18652558470201,-0.162928614655018
"result.70",4,70,-1,4,-2.47,0.305102868905274,-0.199817359671719,-0.159656917277276,-0.165690928530302,-0.165642691299826,-0.189797132511419,-0.166106025189125
"result.71",4,71,-1,4,-2.47,0.304266961091974,-0.199817359671719,-0.159429642141416,-0.165005433920486,-0.164880642187063,-0.188878403120843,-0.165265070333394
"result.72",4,72,-1,4,-2.47,0.304733676287733,-0.199817359671719,-0.160023365657594,-0.164603529727803,-0.164563146539116,-0.188299678316343,-0.164630306538268
"result.73",4,73,-1,4,-2.47,0.304597841268072,-0.199817359671719,-0.160560946496613,-0.168904156117547,-0.168603655362464,-0.192717785537727,-0.169063325314455
"result.74",4,74,-1,4,-2.47,0.303640030231999,-0.199817359671719,-0.159168381295519,-0.164729624717386,-0.164861287591264,-0.188530156949368,-0.164945952598302
"result.75",4,75,-1,4,-2.47,0.305026244022388,-0.199817359671719,-0.158237927347545,-0.164414530553145,-0.164346574994136,-0.188314847277483,-0.164621015573697
"result.76",4,76,-1,4,-2.47,0.30526308456949,-0.199817359671719,-0.158095101457416,-0.162994063310531,-0.162951925435086,-0.186838813514149,-0.163139754228514
"result.77",4,77,-1,4,-2.47,0.304367966619415,-0.199817359671719,-0.159936156467541,-0.16535616559641,-0.165404585049693,-0.18923044640942,-0.165629531886465
"result.78",4,78,-1,4,-2.47,0.303037480016579,-0.199817359671719,-0.156737351852127,-0.162001399307006,-0.161798370000378,-0.185721465001276,-0.1622720844202
"result.79",4,79,-1,4,-2.47,0.303559922399891,-0.199817359671719,-0.160088988426992,-0.165632566731459,-0.165749949671387,-0.189149132748841,-0.165592626434401
"result.80",4,80,-1,4,-2.47,0.302699633942037,-0.199817359671719,-0.155270039565941,-0.161159281526043,-0.160833944505898,-0.185062087080143,-0.161614274418907
"result.81",4,81,-1,4,-2.47,0.303545990603003,-0.199817359671719,-0.154890717787016,-0.161259446693855,-0.161246280826279,-0.184969199769541,-0.161402945302637
"result.82",4,82,-1,4,-2.47,0.304232131599753,-0.199817359671719,-0.158937045869585,-0.164431689401686,-0.164403519073721,-0.188436524633017,-0.164809132050923
"result.83",4,83,-1,4,-2.47,0.304040569392539,-0.199817359671719,-0.157722548045028,-0.163389630994872,-0.163147266841167,-0.186815694733663,-0.16327672344011
"result.84",4,84,-1,4,-2.47,0.304061467087871,-0.199817359671719,-0.15864675230507,-0.164828073916726,-0.164771020170344,-0.188613260984967,-0.16499132066697
"result.85",4,85,-1,4,-2.47,0.306018884550682,-0.199817359671719,-0.156896036802824,-0.162244134005047,-0.161872818750836,-0.186260644866297,-0.162570987713014
